siparis_id,qr_masa_id,tarih_saat,gun,saat,ay,hafta_sonu,ozel_gun,yas_grubu,kisi_sayisi,hava_durumu,sicaklik_c,toplam_tutar,ikram_var,iptal_var,urun_sayisi,siparis_icerigi
ORD-01740,QR-M10,2026-02-11 16:22,Wednesday,16,2,0,,18-24,4,Bulutlu,10,1045.0,0,0,7,"1 Hamburger Menü, 1 Patates Kızartması, 1 Havuç Dilimi Baklava, 2 Künefe, 1 Kola, 1 Çay (Bardak)"
ORD-00856,QR-M08,2026-02-11 17:44,Wednesday,17,2,0,,35-44,3,Yağmurlu,3,430.0,0,0,5,"1 Domates Çorbası, 1 Haydari, 2 Sigara Böreği, 1 Çay (Bardak)"
ORD-00443,QR-M20,2026-02-11 18:14,Wednesday,18,2,0,,25-34,5,Serin,5,505.0,0,0,5,"2 İçli Köfte, 1 Sigara Böreği, 2 Türk Kahvesi"
ORD-01006,QR-M08,2026-02-11 19:17,Wednesday,19,2,0,,45-54,3,Yağmurlu,3,1555.0,0,0,11,"1 Adana Kebap, 1 Urfa Kebap, 1 Beyti Kebabı, 1 Ezogelin Çorbası, 2 Ezme, 1 Künefe, 1 Ayran, 2 Şalgam, 1 Şıra"
ORD-01025,QR-M17,2026-02-11 19:30,Wednesday,19,2,0,,18-24,5,Bulutlu,10,1595.0,0,0,15,"1 İskender Kebap, 1 Tavuk Şiş, 1 Beyti Kebabı, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Patates Kızartması, 1 Ayran, 4 Şıra, 4 Çay (Bardak)"
ORD-00843,QR-M10,2026-02-11 19:49,Wednesday,19,2,0,,45-54,2,Güneşli,17,760.0,0,0,6,"1 Urfa Kebap, 1 Lahmacun, 1 Çoban Salata, 1 Künefe, 1 Ayran, 1 Şalgam"
ORD-00369,QR-M19,2026-02-11 21:46,Wednesday,21,2,0,,18-24,5,Yağmurlu,3,1875.0,0,0,16,"1 Adana Kebap, 1 Urfa Kebap, 1 Beyti Kebabı, 1 Lahmacun, 1 Hamburger Menü, 1 Mercimek Çorbası, 1 Ezogelin Çorbası, 2 Ezme, 2 Ayran, 4 Şalgam, 1 Kola"
ORD-00974,QR-M08,2026-02-12 08:26,Thursday,8,2,0,,25-34,3,Serin,5,710.0,0,0,4,"1 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Simit"
ORD-00994,QR-M01,2026-02-12 08:29,Thursday,8,2,0,,45-54,3,Güneşli,17,595.0,0,0,7,"1 İskender Kebap, 1 Şalgam, 2 Şıra, 1 Çay (Bardak), 2 Simit"
ORD-00331,QR-M13,2026-02-12 09:37,Thursday,9,2,0,,18-24,5,Bulutlu,10,700.0,0,0,9,"2 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Ayran, 1 Çay (Bardak), 1 Kiremitte Menemen, 3 Simit"
ORD-01309,QR-M04,2026-02-12 11:51,Thursday,11,2,0,,18-24,3,Güneşli,17,1290.0,0,0,6,"1 Kola, 2 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta"
ORD-01652,QR-M10,2026-02-12 12:00,Thursday,12,2,0,,25-34,3,Serin,5,530.0,0,0,6,"1 Lahmacun, 1 Kaşarlı Pide, 1 Çiğ Köfte Dürüm, 2 Çoban Salata, 1 Ayran"
ORD-00405,QR-M04,2026-02-12 12:40,Thursday,12,2,0,,18-24,1,Bulutlu,10,380.0,0,0,3,"1 Hamburger Menü, 1 Çiğ Köfte Dürüm, 1 Kola"
ORD-01290,QR-M19,2026-02-12 12:56,Thursday,12,2,0,,45-54,3,Soğuk/Karlı,0,600.0,0,0,7,"2 Lahmacun, 1 Kaşarlı Pide, 1 Domates Çorbası, 2 Çoban Salata, 1 Ayran"
ORD-01690,QR-M11,2026-02-12 13:24,Thursday,13,2,0,,35-44,3,Bulutlu,10,810.0,0,0,6,"1 İskender Kebap, 1 Hamburger Menü, 1 Çiğ Köfte Dürüm, 1 Şalgam, 1 Kola, 1 Şıra"
ORD-01980,QR-M19,2026-02-12 13:33,Thursday,13,2,0,,35-44,3,Yağmurlu,3,575.0,0,0,6,"1 Tavuk Şiş, 2 Lahmacun, 2 Ezogelin Çorbası, 1 Ayran"
ORD-01211,QR-M07,2026-02-12 13:46,Thursday,13,2,0,,45-54,2,Yağmurlu,3,660.0,0,0,6,"2 Kaşarlı Pide, 1 Ezogelin Çorbası, 1 Künefe, 1 Ayran, 1 Çay (Bardak)"
ORD-00285,QR-M04,2026-02-12 14:02,Thursday,14,2,0,,25-34,2,Serin,5,470.0,0,0,4,"1 Yayla Çorbası, 1 Tiramisu, 1 Katmer, 1 Türk Kahvesi"
ORD-01928,QR-M12,2026-02-12 14:28,Thursday,14,2,0,,18-24,3,Soğuk/Karlı,0,510.0,0,0,5,"1 Mercimek Çorbası, 1 Havuç Dilimi Baklava, 1 Tiramisu, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01505,QR-M11,2026-02-12 15:06,Thursday,15,2,0,,35-44,3,Güneşli,17,775.0,0,0,5,"1 Karışık Izgara, 1 Fırın Sütlaç, 1 Katmer, 1 Şalgam, 1 Türk Kahvesi"
ORD-01820,QR-M14,2026-02-12 15:21,Thursday,15,2,0,,18-24,2,Bulutlu,10,225.0,0,0,2,"1 Katmer, 1 Türk Kahvesi"
ORD-00216,QR-M19,2026-02-12 16:19,Thursday,16,2,0,,18-24,5,Serin,5,660.0,0,0,7,"1 Domates Çorbası, 1 Havuç Dilimi Baklava, 1 Fırın Sütlaç, 1 Profiterol, 1 Ayran, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-00222,QR-M16,2026-02-12 18:30,Thursday,18,2,0,,25-34,4,Serin,5,1045.0,0,0,12,"2 Lahmacun, 2 Kıymalı Pide, 1 Ezogelin Çorbası, 3 Çoban Salata, 1 İçli Köfte, 3 Ayran"
ORD-01020,QR-M04,2026-02-12 19:13,Thursday,19,2,0,,18-24,5,Yağmurlu,3,2845.0,0,0,21,"2 Adana Kebap, 1 İskender Kebap, 1 Karışık Izgara, 1 Lahmacun, 1 Kıymalı Pide, 4 Çoban Salata, 2 Ezme, 2 Künefe, 2 Ayran, 2 Şalgam, 3 Şıra"
ORD-00691,QR-M12,2026-02-12 20:20,Thursday,20,2,0,,18-24,2,Güneşli,17,995.0,0,0,6,"1 Urfa Kebap, 1 Beyti Kebabı, 1 Patates Kızartması, 1 Künefe, 1 Ayran, 1 Şalgam"
ORD-00579,QR-M18,2026-02-12 21:49,Thursday,21,2,0,,18-24,2,Güneşli,17,330.0,0,0,3,"1 Tavuk Şiş, 1 Lahmacun, 1 Ayran"
ORD-00786,QR-M04,2026-02-13 10:46,Friday,10,2,1,,45-54,3,Bulutlu,10,325.0,0,0,4,"1 Künefe, 1 Çay (Bardak), 2 Simit"
ORD-01223,QR-M13,2026-02-13 11:12,Friday,11,2,1,,25-34,2,Serin,5,345.0,0,0,3,"1 Çay (Bardak), 1 Sucuklu Yumurta, 1 Simit"
ORD-01156,QR-M12,2026-02-13 11:29,Friday,11,2,1,,25-34,3,Serin,5,865.0,0,0,5,"1 Domates Çorbası, 1 Sigara Böreği, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Simit"
ORD-01481,QR-M04,2026-02-13 11:36,Friday,11,2,1,,25-34,5,Serin,5,1655.0,0,0,8,"1 Domates Çorbası, 2 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 2 Kiremitte Menemen, 1 Sucuklu Yumurta, 1 Simit"
ORD-00603,QR-M08,2026-02-13 13:02,Friday,13,2,1,,35-44,3,Soğuk/Karlı,0,875.0,0,0,6,"2 Tavuk Şiş, 1 Kaşarlı Pide, 1 Haydari, 1 Havuç Dilimi Baklava, 1 Çay (Bardak)"
ORD-00714,QR-M16,2026-02-13 13:04,Friday,13,2,1,,25-34,3,Güneşli,17,955.0,0,0,8,"1 İskender Kebap, 1 Tavuk Şiş, 1 Lahmacun, 2 Çoban Salata, 2 Ayran, 1 Şıra"
ORD-00942,QR-M20,2026-02-13 14:48,Friday,14,2,1,,45-54,6,Güneşli,17,1825.0,0,0,17,"1 Adana Kebap, 2 Ezogelin Çorbası, 2 Künefe, 2 Fırın Sütlaç, 2 Katmer, 5 Ayran, 1 Şalgam, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-00766,QR-M15,2026-02-13 18:51,Friday,18,2,1,,25-34,2,Bulutlu,10,420.0,0,0,5,"1 Lahmacun, 1 İçli Köfte, 1 Sigara Böreği, 1 Ayran, 1 Türk Kahvesi"
ORD-01370,QR-M19,2026-02-13 19:03,Friday,19,2,1,,25-34,4,Serin,5,1270.0,0,0,9,"1 Urfa Kebap, 1 Karışık Izgara, 1 Lahmacun, 1 Kıymalı Pide, 1 Gavurdağı Salata, 2 Çoban Salata, 1 Ayran, 1 Şalgam"
ORD-01266,QR-M07,2026-02-13 20:21,Friday,20,2,1,,45-54,1,Güneşli,17,435.0,0,0,2,"1 İskender Kebap, 1 Sigara Böreği"
ORD-00842,QR-M13,2026-02-13 21:10,Friday,21,2,1,,55+,4,Güneşli,17,1375.0,0,1,10,"1 Urfa Kebap, 2 Beyti Kebabı, 1 Lahmacun, 2 Çoban Salata, 1 Mevsim Salata, 3 Ayran"
ORD-00728,QR-M11,2026-02-13 22:02,Friday,22,2,1,,25-34,5,Yağmurlu,3,3430.0,0,1,22,"2 Adana Kebap, 1 Urfa Kebap, 1 İskender Kebap, 1 Karışık Izgara, 1 Tavuk Şiş, 1 Kıymalı Pide, 1 Gavurdağı Salata, 1 Sigara Böreği, 4 Künefe, 4 Ayran, 2 Şalgam, 2 Şıra, 1 Çay (Bardak)"
ORD-01978,QR-M01,2026-02-13 22:13,Friday,22,2,1,,18-24,3,Bulutlu,10,1410.0,0,0,7,"1 Adana Kebap, 1 Urfa Kebap, 1 Beyti Kebabı, 1 Lahmacun, 2 Künefe, 1 Ayran"
ORD-01316,QR-M05,2026-02-14 09:18,Saturday,9,2,1,Sevgililer Günü,18-24,5,Bulutlu,10,1565.0,0,0,11,"1 Fırın Sütlaç, 3 Çay (Bardak), 2 Türk Kahvesi, 1 Serpme Kahvaltı (2 kişi), 2 Sucuklu Yumurta, 2 Simit"
ORD-00032,QR-M02,2026-02-14 09:41,Saturday,9,2,1,Sevgililer Günü,35-44,2,Soğuk/Karlı,0,960.0,0,0,5,"1 Mercimek Çorbası, 1 Havuç Dilimi Baklava, 1 Çay (Bardak), 1 Türk Kahvesi, 1 Serpme Kahvaltı (2 kişi)"
ORD-00240,QR-M20,2026-02-14 10:55,Saturday,10,2,1,Sevgililer Günü,18-24,4,Serin,5,1350.0,0,0,7,"1 Lahmacun, 1 Patates Kızartması, 1 Ayran, 1 Kiremitte Menemen, 3 Sucuklu Yumurta"
ORD-00303,QR-M02,2026-02-14 12:12,Saturday,12,2,1,Sevgililer Günü,18-24,6,Güneşli,17,2180.0,0,0,21,"1 Tavuk Şiş, 7 Lahmacun, 1 Kıymalı Pide, 2 Hamburger Menü, 1 İçli Köfte, 3 Patates Kızartması, 1 Havuç Dilimi Baklava, 1 Ayran, 4 Kola"
ORD-01830,QR-M12,2026-02-14 13:10,Saturday,13,2,1,Sevgililer Günü,18-24,5,Yağmurlu,3,1810.0,0,0,17,"1 Tavuk Şiş, 4 Lahmacun, 1 Kıymalı Pide, 1 Hamburger Menü, 1 Mercimek Çorbası, 4 Çoban Salata, 1 Patates Kızartması, 1 Künefe, 2 Ayran, 1 Kola"
ORD-01993,QR-M11,2026-02-14 13:24,Saturday,13,2,1,Sevgililer Günü,25-34,2,Güneşli,17,685.0,0,0,7,"1 Lahmacun, 1 Kıymalı Pide, 1 Çoban Salata, 1 İçli Köfte, 1 Tiramisu, 1 Ayran, 1 Türk Kahvesi"
ORD-00959,QR-M12,2026-02-14 13:39,Saturday,13,2,1,Sevgililer Günü,45-54,4,Yağmurlu,3,685.0,0,0,9,"3 Lahmacun, 1 Kıymalı Pide, 2 Mercimek Çorbası, 1 Ezme, 2 Ayran"
ORD-01805,QR-M09,2026-02-14 17:13,Saturday,17,2,1,Sevgililer Günü,45-54,2,Güneşli,17,445.0,0,0,5,"1 Lahmacun, 1 İçli Köfte, 1 Profiterol, 1 Ayran, 1 Türk Kahvesi"
ORD-01986,QR-M18,2026-02-14 19:21,Saturday,19,2,1,Sevgililer Günü,18-24,3,Güneşli,17,1190.0,0,0,8,"1 Adana Kebap, 1 Urfa Kebap, 1 Lahmacun, 1 İçli Köfte, 1 Künefe, 1 Fırın Sütlaç, 1 Ayran, 1 Şalgam"
ORD-00152,QR-M09,2026-02-14 19:46,Saturday,19,2,1,Sevgililer Günü,18-24,5,Güneşli,17,2360.0,0,0,19,"1 Adana Kebap, 1 Urfa Kebap, 1 İskender Kebap, 1 Beyti Kebabı, 1 Lahmacun, 1 Kıymalı Pide, 1 Ezme, 1 Havuç Dilimi Baklava, 1 Künefe, 1 Fırın Sütlaç, 1 Ayran, 2 Şalgam, 4 Çay (Bardak), 2 Türk Kahvesi"
ORD-00088,QR-M12,2026-02-14 19:58,Saturday,19,2,1,Sevgililer Günü,35-44,4,Bulutlu,10,1855.0,0,0,12,"2 Adana Kebap, 1 Urfa Kebap, 1 Beyti Kebabı, 1 Kıymalı Pide, 2 Ezme, 1 Künefe, 3 Ayran, 1 Şalgam"
ORD-01021,QR-M13,2026-02-14 20:06,Saturday,20,2,1,Sevgililer Günü,18-24,3,Bulutlu,10,1325.0,0,0,8,"2 Urfa Kebap, 1 Kaşarlı Pide, 1 Ezme, 2 Künefe, 1 Ayran, 1 Şalgam"
ORD-01264,QR-M13,2026-02-15 09:08,Sunday,9,2,1,,45-54,2,Bulutlu,10,525.0,0,0,4,"1 Mercimek Çorbası, 1 İçli Köfte, 1 Çay (Bardak), 1 Sucuklu Yumurta"
ORD-00373,QR-M01,2026-02-15 09:32,Sunday,9,2,1,,18-24,2,Serin,5,450.0,0,0,4,"1 Domates Çorbası, 1 Çay (Bardak), 1 Kiremitte Menemen, 1 Simit"
ORD-01336,QR-M18,2026-02-15 09:39,Sunday,9,2,1,,35-44,5,Soğuk/Karlı,0,2140.0,0,0,13,"4 Lahmacun, 1 Mercimek Çorbası, 1 Yayla Çorbası, 1 Haydari, 1 Çay (Bardak), 2 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 2 Simit"
ORD-01308,QR-M01,2026-02-15 10:44,Sunday,10,2,1,,25-34,4,Bulutlu,10,1580.0,0,0,8,"1 Tavuk Şiş, 1 Lahmacun, 2 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta"
ORD-01061,QR-M06,2026-02-15 11:19,Sunday,11,2,1,,55+,6,Güneşli,17,2405.0,0,0,6,"1 Çay (Bardak), 3 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta"
ORD-01855,QR-M11,2026-02-15 11:45,Sunday,11,2,1,,35-44,4,Serin,5,790.0,0,0,9,"1 Mercimek Çorbası, 2 Sigara Böreği, 1 Ayran, 1 Çay (Bardak), 1 Sucuklu Yumurta, 3 Simit"
ORD-00282,QR-M01,2026-02-15 11:53,Sunday,11,2,1,,25-34,3,Bulutlu,10,570.0,1,0,6,"1 Kıymalı Pide, 2 Ayran, 2 Çay (Bardak), 1 Kiremitte Menemen"
ORD-01255,QR-M11,2026-02-15 12:05,Sunday,12,2,1,,35-44,2,Soğuk/Karlı,0,395.0,0,0,3,"1 Tavuk Şiş, 1 Kıymalı Pide, 1 Ayran"
ORD-00837,QR-M13,2026-02-15 12:34,Sunday,12,2,1,,25-34,3,Bulutlu,10,525.0,0,0,7,"2 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Künefe, 1 Ayran, 2 Çay (Bardak)"
ORD-01179,QR-M09,2026-02-15 13:11,Sunday,13,2,1,,25-34,1,Güneşli,17,270.0,0,0,2,"1 Tavuk Şiş, 1 Şalgam"
ORD-01147,QR-M03,2026-02-15 13:34,Sunday,13,2,1,,35-44,2,Yağmurlu,3,625.0,0,0,5,"1 Kaşarlı Pide, 1 Çiğ Köfte Dürüm, 1 Yayla Çorbası, 1 İçli Köfte, 1 Havuç Dilimi Baklava"
ORD-00731,QR-M05,2026-02-15 14:15,Sunday,14,2,1,,18-24,4,Güneşli,17,550.0,0,0,7,"1 Lahmacun, 1 İçli Köfte, 1 Patates Kızartması, 1 Profiterol, 2 Çay (Bardak), 1 Türk Kahvesi"
ORD-00611,QR-M08,2026-02-15 14:25,Sunday,14,2,1,,18-24,2,Bulutlu,10,510.0,0,0,5,"1 Hamburger Menü, 1 Fırın Sütlaç, 1 Kola, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01896,QR-M04,2026-02-15 14:34,Sunday,14,2,1,,18-24,2,Güneşli,17,430.0,0,0,4,"1 Künefe, 1 Fırın Sütlaç, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01508,QR-M17,2026-02-15 14:51,Sunday,14,2,1,,18-24,3,Yağmurlu,3,660.0,0,0,7,"1 Lahmacun, 2 Çoban Salata, 1 Künefe, 1 Ayran, 2 Türk Kahvesi"
ORD-00795,QR-M01,2026-02-15 15:10,Sunday,15,2,1,,35-44,4,Soğuk/Karlı,0,925.0,0,0,8,"1 Domates Çorbası, 1 İçli Köfte, 1 Sigara Böreği, 2 Fırın Sütlaç, 1 Profiterol, 1 Tiramisu, 1 Türk Kahvesi"
ORD-01550,QR-M03,2026-02-15 18:18,Sunday,18,2,1,,25-34,4,Güneşli,17,595.0,0,0,6,"1 Tavuk Şiş, 2 Kıymalı Pide, 2 Çay (Bardak), 1 Türk Kahvesi"
ORD-01643,QR-M03,2026-02-15 18:40,Sunday,18,2,1,,35-44,1,Bulutlu,10,710.0,0,0,4,"1 Adana Kebap, 1 Gavurdağı Salata, 1 İçli Köfte, 1 Havuç Dilimi Baklava"
ORD-01146,QR-M06,2026-02-15 18:42,Sunday,18,2,1,,45-54,1,Serin,5,295.0,0,0,3,"2 Mercimek Çorbası, 1 Sigara Böreği"
ORD-01220,QR-M16,2026-02-15 19:40,Sunday,19,2,1,,35-44,2,Yağmurlu,3,390.0,0,0,2,"1 Beyti Kebabı, 1 Ezogelin Çorbası"
ORD-01506,QR-M20,2026-02-15 19:41,Sunday,19,2,1,,55+,4,Bulutlu,10,1480.0,0,0,13,"2 Urfa Kebap, 1 Tavuk Şiş, 1 Kıymalı Pide, 1 Yayla Çorbası, 3 Ezme, 3 Ayran, 1 Şalgam, 1 Su (500ml)"
ORD-00307,QR-M07,2026-02-15 20:28,Sunday,20,2,1,,18-24,4,Güneşli,17,1670.0,0,0,12,"1 Urfa Kebap, 1 Tavuk Şiş, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Patates Kızartması, 2 Künefe, 1 Fırın Sütlaç, 1 Ayran, 3 Türk Kahvesi"
ORD-00553,QR-M10,2026-02-15 20:28,Sunday,20,2,1,,55+,2,Yağmurlu,3,725.0,0,0,5,"1 İskender Kebap, 1 Beyti Kebabı, 1 Su (500ml), 1 Şıra, 1 Çay (Bardak)"
ORD-00526,QR-M07,2026-02-15 20:42,Sunday,20,2,1,,35-44,3,Güneşli,17,1195.0,0,0,9,"1 Adana Kebap, 2 Tavuk Şiş, 2 Gavurdağı Salata, 1 Haydari, 1 Ayran, 2 Şalgam"
ORD-00890,QR-M06,2026-02-15 22:40,Sunday,22,2,1,,55+,4,Yağmurlu,3,2175.0,0,0,16,"1 Urfa Kebap, 2 İskender Kebap, 1 Kıymalı Kaşarlı Pide, 1 Mercimek Çorbası, 1 Yayla Çorbası, 3 Ezme, 2 Künefe, 2 Ayran, 2 Şalgam, 1 Su (500ml)"
ORD-00418,QR-M11,2026-02-16 08:12,Monday,8,2,0,,18-24,2,Bulutlu,10,345.0,0,0,3,"1 Çay (Bardak), 1 Sucuklu Yumurta, 1 Simit"
ORD-00610,QR-M12,2026-02-16 09:38,Monday,9,2,0,,18-24,2,Bulutlu,10,835.0,1,0,5,"1 Lahmacun, 1 Çoban Salata, 1 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi)"
ORD-01835,QR-M06,2026-02-16 10:48,Monday,10,2,0,,18-24,1,Güneşli,17,510.0,0,0,4,"1 Fırın Sütlaç, 1 Çay (Bardak), 1 Türk Kahvesi, 1 Kiremitte Menemen"
ORD-00006,QR-M17,2026-02-16 12:08,Monday,12,2,0,,25-34,5,Yağmurlu,3,915.0,0,0,9,"2 Tavuk Şiş, 3 Lahmacun, 1 Mercimek Çorbası, 1 Gavurdağı Salata, 1 Ayran, 1 Çay (Bardak)"
ORD-01212,QR-M03,2026-02-16 12:46,Monday,12,2,0,,25-34,4,Bulutlu,10,855.0,0,1,10,"2 Lahmacun, 1 Kıymalı Pide, 1 Hamburger Menü, 1 Patates Kızartması, 3 Ayran, 2 Kola"
ORD-00527,QR-M20,2026-02-16 13:28,Monday,13,2,0,,25-34,2,Yağmurlu,3,360.0,0,0,2,"1 Tavuk Şiş, 1 Kaşarlı Pide"
ORD-01398,QR-M20,2026-02-16 13:46,Monday,13,2,0,,18-24,2,Yağmurlu,3,590.0,0,0,6,"1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Ezogelin Çorbası, 1 Fırın Sütlaç, 1 Ayran, 1 Türk Kahvesi"
ORD-00859,QR-M02,2026-02-16 13:50,Monday,13,2,0,,25-34,5,Güneşli,17,1455.0,0,0,14,"2 İskender Kebap, 1 Lahmacun, 1 Kaşarlı Pide, 2 Çiğ Köfte Dürüm, 1 Gavurdağı Salata, 3 Ayran, 1 Şalgam, 2 Şıra, 1 Çay (Bardak)"
ORD-01445,QR-M13,2026-02-16 14:21,Monday,14,2,0,,35-44,2,Yağmurlu,3,270.0,0,0,3,"1 Havuç Dilimi Baklava, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-01782,QR-M09,2026-02-16 14:28,Monday,14,2,0,,35-44,1,Soğuk/Karlı,0,110.0,0,0,2,"1 Ayran, 1 Türk Kahvesi"
ORD-00091,QR-M15,2026-02-16 15:23,Monday,15,2,0,,45-54,4,Serin,5,800.0,0,0,7,"2 Künefe, 1 Tiramisu, 2 Şıra, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-00140,QR-M02,2026-02-16 15:48,Monday,15,2,0,,35-44,2,Bulutlu,10,310.0,0,0,3,"1 Künefe, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-00237,QR-M06,2026-02-16 16:16,Monday,16,2,0,,25-34,3,Güneşli,17,210.0,0,0,3,"1 Katmer, 2 Çay (Bardak)"
ORD-01997,QR-M05,2026-02-16 17:28,Monday,17,2,0,,35-44,4,Güneşli,17,350.0,0,0,6,"1 Lahmacun, 2 Ayran, 3 Türk Kahvesi"
ORD-01594,QR-M20,2026-02-16 18:05,Monday,18,2,0,,25-34,3,Bulutlu,10,320.0,0,0,4,"1 İçli Köfte, 1 Sigara Böreği, 1 Şalgam, 1 Çay (Bardak)"
ORD-00375,QR-M13,2026-02-16 18:44,Monday,18,2,0,,45-54,2,Güneşli,17,240.0,0,0,3,"1 Lahmacun, 1 Kıymalı Pide, 1 Ayran"
ORD-01451,QR-M19,2026-02-16 19:17,Monday,19,2,0,,18-24,6,Güneşli,17,3570.0,0,0,27,"1 Adana Kebap, 1 İskender Kebap, 1 Karışık Izgara, 1 Tavuk Şiş, 1 Beyti Kebabı, 1 Lahmacun, 1 Kıymalı Pide, 1 Patates Kızartması, 4 Künefe, 2 Fırın Sütlaç, 3 Ayran, 2 Şalgam, 1 Kola, 3 Şıra, 2 Çay (Bardak), 2 Türk Kahvesi"
ORD-01241,QR-M05,2026-02-16 19:18,Monday,19,2,0,,45-54,4,Güneşli,17,1395.0,0,0,8,"2 Urfa Kebap, 1 Karışık Izgara, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Haydari, 1 Ayran, 1 Şalgam"
ORD-00503,QR-M07,2026-02-16 19:30,Monday,19,2,0,,18-24,6,Yağmurlu,3,1680.0,0,0,12,"1 Urfa Kebap, 2 Karışık Izgara, 1 Kıymalı Pide, 2 Mercimek Çorbası, 1 Domates Çorbası, 1 Ayran, 4 Şalgam"
ORD-00593,QR-M12,2026-02-16 20:49,Monday,20,2,0,,35-44,4,Güneşli,17,1170.0,0,0,7,"1 Karışık Izgara, 1 Tavuk Şiş, 1 Beyti Kebabı, 1 Kıymalı Pide, 2 Ayran, 1 Şalgam"
ORD-00693,QR-M19,2026-02-16 21:37,Monday,21,2,0,,18-24,6,Yağmurlu,3,2025.0,0,0,17,"2 Urfa Kebap, 1 Karışık Izgara, 1 Hamburger Menü, 3 Ezogelin Çorbası, 1 Domates Çorbası, 2 Ayran, 2 Şalgam, 5 Kola"
ORD-01892,QR-M19,2026-02-16 21:48,Monday,21,2,0,,35-44,1,Bulutlu,10,745.0,0,0,5,"2 Urfa Kebap, 1 Ezme, 1 Ayran, 1 Şalgam"
ORD-00605,QR-M12,2026-02-17 08:10,Tuesday,8,2,0,,18-24,3,Bulutlu,10,505.0,0,0,5,"1 Patates Kızartması, 1 Çay (Bardak), 1 Kiremitte Menemen, 2 Simit"
ORD-01202,QR-M09,2026-02-17 09:22,Tuesday,9,2,0,,25-34,5,Serin,5,1790.0,0,0,8,"1 Künefe, 1 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 2 Sucuklu Yumurta, 1 Simit"
ORD-00033,QR-M04,2026-02-17 11:38,Tuesday,11,2,0,,35-44,2,Güneşli,17,805.0,0,0,3,"1 Havuç Dilimi Baklava, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi)"
ORD-00851,QR-M17,2026-02-17 12:04,Tuesday,12,2,0,,18-24,4,Yağmurlu,3,830.0,0,0,11,"3 Lahmacun, 1 Kıymalı Pide, 1 Çiğ Köfte Dürüm, 1 Mercimek Çorbası, 2 Çoban Salata, 3 Ayran"
ORD-00736,QR-M15,2026-02-17 12:17,Tuesday,12,2,0,,35-44,2,Soğuk/Karlı,0,855.0,0,0,6,"1 İskender Kebap, 1 Hamburger Menü, 1 Mercimek Çorbası, 1 Patates Kızartması, 1 Ayran, 1 Şıra"
ORD-00469,QR-M06,2026-02-17 12:27,Tuesday,12,2,0,,25-34,6,Güneşli,17,1725.0,0,0,16,"2 Tavuk Şiş, 4 Lahmacun, 1 Hamburger Menü, 1 Çiğ Köfte Dürüm, 4 Çoban Salata, 2 Patates Kızartması, 1 Ayran, 1 Kola"
ORD-00391,QR-M01,2026-02-17 12:31,Tuesday,12,2,0,,35-44,4,Güneşli,17,650.0,0,0,6,"1 Lahmacun, 1 Kıymalı Pide, 2 Kaşarlı Pide, 1 İçli Köfte, 1 Ayran"
ORD-01936,QR-M08,2026-02-17 13:09,Tuesday,13,2,0,,35-44,1,Soğuk/Karlı,0,420.0,0,0,3,"1 Tavuk Şiş, 1 Domates Çorbası, 1 Sigara Böreği"
ORD-01029,QR-M12,2026-02-17 13:35,Tuesday,13,2,0,,45-54,2,Yağmurlu,3,745.0,0,0,4,"1 İskender Kebap, 1 Hamburger Menü, 1 Domates Çorbası, 1 Patates Kızartması"
ORD-01401,QR-M11,2026-02-17 14:39,Tuesday,14,2,0,,18-24,3,Yağmurlu,3,115.0,0,0,3,"2 Çay (Bardak), 1 Türk Kahvesi"
ORD-00599,QR-M08,2026-02-17 14:56,Tuesday,14,2,0,,25-34,6,Serin,5,1020.0,0,0,11,"1 Yayla Çorbası, 1 Havuç Dilimi Baklava, 1 Fırın Sütlaç, 1 Profiterol, 2 Tiramisu, 1 Ayran, 3 Çay (Bardak), 1 Türk Kahvesi"
